Run #99
Frequency Summary:
AKT|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AKT_OFF|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
AP1|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CA|5| 0 8 12 20 28 30 34 36 36 36 42 52 54 54 58 60 62 64 68 74 76
CD122|5| 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400
CD132|5| 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400
CD25|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CD28|5| 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400 400
ERK|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FOS|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FOS_D|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FOS_DD|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
FOXP3|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IL2|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IL2R|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
IL2_EX|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JAK3|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JNK|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
JUN|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MEK2|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MKK7|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTOR|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTORC1|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTORC1_D|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTORC1_OFF|5| 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MTORC2|5| 0 0 0 0 0 0 0 4 4 6 8 8 8 10 10 14 14 16 18 24 26
